title,author
Prototype to Product: A Practical Guide for Getting to Market,Alan Cohen
Lean-Driven Innovation: Powering Product Development at The Goodyear Tire & Rubber Company,Norbert Majerus
"Manufacturing Processes: Materials, Productivity, and Lean Strategies",J. Barry Duvall
Standard Work for Lean Healthcare (Lean Tools for Healthcare Series),Thomas L. Jackson
Safer Hospital Care: Strategies for Continuous Innovation,Dev Raheja
Fabricated: The New World of 3D Printing,Hod Lipson
TPM en industrias de proceso (Spanish Edition),Tokutaro Suzuki
"Looking Out Looking In, 13th Edition",Ronald B. Adler
"Media Now: Understanding Media, Culture, and Technology (Newest Edition)",Joseph Straubhaar
Media Today: Mass Communication in a Converging World,Joseph Turow
Head's Broadcasting in America: A Survey of Electronic Media,Michael A. McGregor
DisneyWar,James B. Stewart
Cable Cowboy: John Malone and the Rise of the Modern Cable Business,Mark Robichaux
"Communications Law: Liberties, Restraints, and the Modern Media (Wadsworth Series in Mass Communication and Journalism)",John D. Zelezny
"Primer of Public Relations Research, Second Edition",Don W. Stacks PhD
Netflixed: The Epic Battle for America's Eyeballs,Gina Keating
When Words Collide,Lauren Kessler
"Media Now: Understanding Media, Culture, and Technology",Joseph Straubhaar
"COMM 2 (with CourseMate, Interactive Video Activities, SpeechBuilder(TM) Express, InfoTrac 1-Semester Printed Access Card) (Engaging 4LTR Press Titles for Communication)",Rudolph F. Verderber
Walt Disney: A Biography (Greenwood Biographies),Louise Krasniewicz
Cengage Advantage Books: This is PR: The Realities of Public Relations (Wadsworth Series in Mass Communication and Journalism),Doug Newsom
The Marketplace of Attention: How Audiences Take Shape in a Digital Age,James G. Webster
Media Impact: An Introduction to Mass Media (Wadsworth Series in Mass Communication and Journalism: General Mass Communication),Shirley Biagi
Engaged Journalism: Connecting with Digitally Empowered News Audiences (Columbia Journalism Review Books),Jake Batsell
Media Effects Research: A Basic Overview (Mass Communication and Journalism),Glenn G. Sparks
Understanding Media Industries,Timothy Havens
The News: A User's Manual (Vintage International),Alain De Botton
The PR Styleguide: Formats for Public Relations Practice,Barbara Diggs-Brown
Museums in Motion: An Introduction to the History and Functions of Museums (American Association for State and Local History),Edward P. Alexander
"Digital Preservation for Libraries, Archives, and Museums",Edward M. Corrado
Identity and the Museum Visitor Experience,John H Falk
Marketing the Museum (Heritage: Care-Preservation-Management),Fiona Mclean
The Manual of Museum Management,Gail Dexter Lord
Fundraising for Museums: 8 Keys to Success Every Museum Leader Should Know,Linda Wise McNay
Introduction to Museum Work (American Association for State and Local History),G. Ellis Burcaw
Registration Methods for the Small Museum (American Association for State and Local History),Daniel B Reibel
Museum Exhibition Planning and Design,Elizabeth Bogle
Programming for People with Special Needs: A Guide for Museums and Historic Sites (American Association for State and Local History),Katie Stringer
"Museum Marketing and Strategy: Designing Missions, Building Audiences, Generating Revenue and Resources",Neil G. Kotler
Writing for Museums,Margot Wallace
"The Museum Effect: How Museums, Libraries, and Cultural Institutions Educate and Civilize Society",Jeffrey K. Smith
The Care and Keeping of Cultural Facilities: A Best Practice Guidebook for Museum Facility Management,Angela Person-Harm
"Museum Branding: How to Create and Maintain Image, Loyalty, and Support",Margot A. Wallace
Learning on Display: Student-Created Museums That Build Understanding,Linda D'Acquisto
Starting Right: A Basic Guide to Museum Planning (American Association for State and Local History),Gerald George
Art & Energy: How Culture Changes,Barry Lord
The Engaging Museum: Developing Museums for Visitor Involvement  (The Heritage: Care-Preservation-Management),Graham Black
Curtains?: The Future of the Arts in America,Michael M. Kaiser
"The Back Stage Guide to Stage Management, 3rd Edition: Traditional and New Methods for Running a Show from First Rehearsal to Last Performance",Thomas A. Kelly
The Disneyland Story: The Unofficial Guide to the Evolution of Walt Disney's Dream,Sam Gennawey
Mouse Tales: A Behind-The-Ears Look at Disneyland,David Koenig
The Hollywood Survival Guide for Actors: Your Handbook to Becoming a Working Actor in La,Kym Jackson
The People's Platform: Taking Back Power and Culture in the Digital Age,Astra Taylor
"Marketing to Moviegoers: A Handbook of Strategies and Tactics, Third Edition",Mr. Robert Marich
Producing Theatre :  A Comprehensive and Legal Business Guide,Donald C. Farber
"Seen, Un-Seen Disneyland: What You See at Disneyland, but Never Really See",Russell D. Flores
"The Man Who Seduced Hollywood: The Life and Loves of Greg Bautzer, Tinseltown's Most Powerful Lawyer",B. James Gladstone
Animation Development: From Pitch to Production,David B. Levy
How to Manage Your Agent: A Writer's Guide to Hollywood Representation,Chad Gervich
The Insider's Guide to Independent Film Distribution,Stacey Parks
"The Economics of Experiences, the Arts and Entertainment",Ake E. Andersson
The Musical Theatre Writer's Survival Guide,David Spencer
From Option to Opening : aguide to Producing Plays Off Broadway - Revised and Updated,Donald C. Farber
Management and the Arts,William James Byrnes
The Model's Bible,R. C. Lane
"Building Biotechnology: Biotechnology Business, Regulations, Patents, Law, Policy and Science",Yali Friedman
Therapeutic Antibody Engineering: Current and Future Advances Driving the Strongest Growth Area in the Pharmaceutical Industry (Woodhead Publishing Series in Biomedicine),William R Strohl
Innovation Breakdown: How the FDA and Wall Street Cripple Medical Advances,Joseph V. Gulfo
Our Daily Meds: How the Pharmaceutical Companies Transformed Themselves into Slick Marketing Machines and Hooked the Nation on Prescription Drugs,Melody Petersen
RESULTS: The Future Of Pharmaceutical And Healthcare Marketing,Scott Weintraub
Tech Tonics,David Shaywitz
"Exploding the Gene Myth: How Genetic Information Is Produced and Manipulated by Scientists, Physicians, Employers, Insurance Companies, Educators, and Law Enforcers",Ruth Hubbard
Market Menagerie: Health and Development in Late Industrial States,Smita Srinivas
Pharmageddon,David Healy
Blood Medicine: Blowing the Whistle on One of the Deadliest Prescription Drugs Ever,Kathleen Sharp
"Novartis: How a leader in healthcare was created out of Ciba, Geigy and Sandoz",Novartis
"The Life Science Innovation Roadmap: Bioscience Innovation Assessment, Planning, Strategy, Execution, and Implementation",Arlen D. Meyers
The Science and Business of Drug Discovery: Demystifying the Jargon,Edward D. Zanders
Betting on Biotech: Innovation and the Limits of Asia's Developmental State (Cornell Studies in Political Economy),Joseph Wong
A Sense of Balance: The Life of Stephen Zuellig,Margaret Thomas
"Intellectual Property, Pharmaceuticals and Public Health: Access to Drugs in Developing Countries",Kenneth C. Shadlen
Communicating Clearly About Science and Medicine: Making Data Presentations as Simple as Possible...But No Simpler,John Clare
An Easy to Understand Guide to Good Documentation Practices (Premier Validation's - An Easy to Understand Guide),Graham O'Keeffe
"Hormones of Life: Endocrinology, the Pharmaceutical Inductry, and the Dream of a Remedy for Sterility, 1930 to 1970",Christer Nordlund
"The New Players in Life Sciences Innovation: Best Practices in R&D from Around the World, The (FT Press Operations Management)",Tomasz Mroczkowski
"An Introduction to Pharmaceutical Sciences: Production, Chemistry, Techniques and Technology (Woodhead Publishing Series in Biomedicine)",Jiben Roy
"For God, Country, and Coca-Cola: The Definitive History of the Great American Soft Drink and the Company That Makes It",Mark Pendergrast
Quality Assurance for the Food Industry: A Practical Approach,J. Andres Vasconcellos
Decoding the New Consumer Mind: How and Why We Shop and Buy,Kit Yarrow
"Markets of Paris, 2nd Edition: Food, Antiques, Crafts, Books, and More",Dixon Long
The Cognoscenti's Guide to Florence: Shop and Eat like a Florentine,Louise Fili
Retail Business Kit For Dummies,Rick Segel
Priceless: The Myth of Fair Value (and How to Take Advantage of It),William Poundstone
"Audience: Marketing in the Age of Subscribers, Fans and Followers",Jeffrey K. Rohrs
The Complete Idiot's Guide to Starting and Running a Retail Store (Complete Idiot's Guides (Lifestyle Paperback)),James E. Dion
Retail 101: The Guide to Managing and Marketing Your Retail Business,Nicole Reyhle
Store Design and Visual Merchandising: Creating Store Space That Encourages Buying,Claus Ebster
The New Science of Retailing: How Analytics are Transforming the Supply Chain and Improving Performance,Marshall Fisher
"The Rise of the Platform Marketer: Performance Marketing with Google, Facebook, and Twitter, Plus the Latest High-Growth Digital Advertising Platforms",Craig Dempster
"Land of Desire: Merchants, Power, and the Rise of a New American Culture",William R. Leach
The Complete Idiot's Guide to Cold Calling (Idiot's Guides),Keith Rosen
Franchising & Licensing: Two Powerful Ways to Grow Your Business in Any Economy,Andrew J. Sherman
"Effective Security Management, Fifth Edition",Charles A. Sennewald CPP
Managing The Professional Service Firm,David H. Maister
"Uplifting Service: The Proven Path to Delighting Your Customers, Colleagues, and Everyone Else You Meet",Ron Kaufman
Spanish Translated Exam Review for Milady Standard Cosmetology 2012,Milady
Spanish Translated Practical Workbook for Milady Standard Cosmetology 2012,Milady
Spanish Translated Theory Workbook for Milady Standard Cosmetology 2012 (Cosmetologia Estandar De Milady),Milady
The Bread Is In The Bed: How to make (more) money as a B&B or Guest House Innkeeper,Glen Stanford
Hotel Operations Management,David K. Hayes
"ServSafe Manager with Answer Sheet in Spanish, Revised (6th Edition)",National Restaurant Associatio
Food and Beverage Cost Control,Lea R. Dopson
Toilet Paper Origami on a Roll: Decorative Folds and Flourishes for Over-the-Top Hospitality,Linda Wright
Milady's Standard Cosmetology 2008,Milady
Events Exposed: Managing and Designing Special Events,Lena Malouf
The System: The Glory and Scandal of Big-Time College Football,Jeff Benedict
Principles And Practice Of Sport Management,Lisa P. Masteralexis
NFL Brawler: A Player-Turned-Agent's Forty Years in the Bloody Trenches of the National Football League,Ralph Cindrich
Baseball Maverick: How Sandy Alderson Revolutionized Baseball and Revived the Mets,Steve Kettmann
Introduction to Sport Law,John O. Spengler
The Birth of Korean Cool: How One Nation Is Conquering the World Through Pop Culture,Euny Hong
Kraus' Recreation And Leisure In Modern Society,Daniel McLean
Chill Factor: How a Minor-League Hockey Team Changed a City Forever,David Paitson
The Agent: My 40-Year Career Making Deals and Changing the Game,Leigh Steinberg
"Sports Marketing: A Strategic Perspective, 5th edition",Matthew D. Shank
ACSM's Health/Fitness Facility Standards and Guidelines-4th Edition,American College of Sports Medicine
"The Art of Immersion: How the Digital Generation Is Remaking Hollywood, Madison Avenue, and the Way We Tell Stories",Frank Rose
The White Heat: My Autobiography,Tomas O'Se
"The American Bar Association's Legal Guide to Independent Filmmaking, with CD-ROM",Lisa A. Callif
The Economics of Sports (5th Edition) (The Pearson Series in Economics),Michael Leeds
Managing Sport Facilities - 2nd Edition,Gil Fried
Move: Putting America's Infrastructure Back in the Lead,Rosabeth Moss Kanter
Fuelled by Belief: The Cityjet Story,Pat Byrne
"Vintage Style: Story of Cross and Ellis, Coachbuilders",Gillian Bardsley
"Capitalist Family Values: Gender, Work, and Corporate Culture at Boeing",Polly Reed Myers
Airline Finance,Peter S. Morrell
"At the Creation: Myth, Reality, and the Origin of the Harley-Davidson Motorcycle, 1901-1909",Herbert Wagner
The Business of Shipping,"James, Jr. Buckley"
Modern Technology for Transportation Management,Steve Blough
Role of Transportation in the Supply Chain,J. Kenneth Hazen
Aircraft System Safety: Military and Civil Aeronautical Applications (Woodhead Publishing in Mechanical Engineering),Duane Kritzinger
The Legend of Cessna,Jeffrey L. Rodengen
Motorcycle Apprentice: Matchless - in name & reputation,Bill W. A. Cakebread
Aircraft Financing,Simon A. D. Hall
Aerotropolis: The Way We'll Live Next,John D. Kasarda
The Associates: Four Capitalists Who Created California (Enterprise),Richard Rayner
Leadership In Nursing Practice: Changing the Landscape of Health Care,Tim Porter-O'Grady
Identifying and Managing Project Risk: Essential Tools for Failure-Proofing Your Project,Tom Kendrick PMP
Medical Insurance: An Integrated Claims Process Approach,Joanne Valerius
"Introduction to Homeland Security, Fourth Edition: Principles of All-Hazards Risk Management",Jane Bullock
Pediatric Code Crosswalk ICD-9-CM to ICD-10-CM (Coding),Jeffrey F. Linzer MD  FAAP
The Complete Dictionary of Insurance Terms Explained Simply,Melissa Samaroo
Probability for Risk Management,"Matthew J.; Stewart, Donald Hassett"
"Health Insurance Today: A Practical Approach, 5e",Janet I. Beik AA  BA  MEd
A Practical Guide to Risk Management,Thomas S. Coleman
So You Want to Be an Insurance Agent Third Edition,Jeff Hastings
