title,author,groups,maxgroup
Where Nobody Knows Your Name: Life in the Minor Leagues of Baseball (Anchor Sports),John Feinstein,3,3
More Than a Season: Building a Championship Culture,Dayton Moore,6,6
Pedro,Pedro Martinez,0,0
Mourinho: The Beautiful Game and Me,Jose Mourinho,5,5
Billy Martin: Baseball's Flawed Genius,Bill Pennington,4,4
"Wrestling for My Life: The Legend, the Reality, and the Faith of a WWE Superstar",Shawn Michaels,0,0
Uncommon: Finding Your Path to Significance,Tony Dungy,5,5
"Sailing a Serious Ocean: Sailboats, Storms, Stories and Lessons Learned from 30 Years at Sea",John Kretschmer,0,0
Wait Till Next Year - A Memoir,Doris Kearns Goodwin,6,6
Pete Rose: An American Dilemma,Kostya Kennedy,6,6
"To Stir a Movement: Life, Justice, and Major League Baseball",Jeremy Affeldt,5,5
Sandy Koufax: A Lefty's Legacy,Jane Leavy,5,5
"All You Can Be: Dream It, Draw It, Become It!",Curtis Granderson,6,6
The Last Boy: Mickey Mantle and the End of America's Childhood,Jane Leavy,6,6
The Delaplaine Yogi Berra - His Essential Quotations (Delaplaine Essential Quotations),Andrew Delaplaine,5,5
"Mike Trout: The Inspirational Story of Baseball Superstar Mike Trout (Mike Trout Unauthorized Biography, Los Angeles Angels of Anaheim, MLB Books)",Bill Redban,5,5
"The Summer of Beer and Whiskey: How Brewers, Barkeeps, Rowdies, Immigrants, and a Wild Pennant Fight Made Baseball America's Game",Edward Achorn,5,5
Veeck--As In Wreck: The Autobiography of Bill Veeck,Bill Veeck,5,5
The Soul of Baseball: A Road Trip Through Buck O'Neil's America,Joe Posnanski,5,5
Francona: The Red Sox Years,Terry Francona,6,6
Bo Knows Bo,Bo Jackson,6,6
Out Of My League: A Rookie's Survival in the Bigs,Dirk Hayhurst,6,6
Ernie: Mr. Cub,Chicago Tribune,6,6
"Holy Toledo: Lessons From Bill King, Renaissance Man of the Mic",Ken Korach,"2,0",2
Put It In the Book!: A Half-Century of Mets Mania,Howie Rose,5,5
Baseball's Great Experiment: Jackie Robinson and His Legacy,Jules Tygiel,2,2
Joe DiMaggio : The Hero's Life,Richard Ben Cramer,0,0
The Yankee Years,Joe Torre,6,6
They Call Me Coach,John Wooden,6,6
Basketball Junkie: A Memoir,Chris Herren,0,0
Players First: Coaching from the Inside Out,John Calipari,4,4
Wooden: A Coach's Life,Seth Davis,5,5
Strong Inside: Perry Wallace and the Collision of Race and Sports in the South,Andrew Maraniss,2,2
Coach Wooden: The 7 Principles That Shaped His Life and Will Change Yours,Pat Williams,5,5
Year of the Dunk: A Modest Defiance of Gravity,Asher Price,0,0
Living beyond the Dream: A Journey of Faith into the Talented World of Kentucky Basketball,Jarrod Polson,2,2
"Leading with the Heart: Coach K's Successful Strategies for Basketball, Business, and Life",Mike Krzyzewski,"0,4",0
Wildcat Memories: Inside Stories from Kentucky Basketball Greats,Doug Brunk,1,1
My Personal Best : Life Lessons from an All-American Journey,John Wooden,5,5
Be Quick - But Don't Hurry: Finding Success in the Teachings of a Lifetime,Andrew Hill,0,0
Pistol: The Life of Pete Maravich,Mark Kriegel,6,6
The Wizard of Odds: How Jack Molinas Almost Destroyed the Game of Basketball,Charley Rosen,2,2
Only the Strong Survive: The Odyssey of Allen Iverson,Larry Platt,3,3
Jeremy Lin: The Reason for the Linsanity,Timothy Dalrymple,5,5
Basketball's Greatest Stars,Michael Grange,5,5
Michael Jordan: Bull On Parade,Wilfred Santiago,7,7
Basketball Now!: The Stars and Stories of the NBA,Adam Segal,0,0
Glory Road: My Story of the 1966 NCAA Basketball Championship and How One Team Triumphed Against the Odds and Changed America Forever,Don Haskins,0,0
How You Play the Game: Lessons for Life from the Billion-Dollar Business of Sports,Jerry Colangelo,4,4
Geno: In Pursuit of Perfection,Geno Auriemma,6,6
The Best in the World: At What I Have No Idea,Chris Jericho,6,6
Against All Odds: My Story,Chuck Norris,2,2
The Fight,Norman Mailer,6,6
DK Reader Level 2:  WWE Daniel Bryan (DK Readers: Level 2),Steve Pantaleo,6,6
Escape Points: A Memoir,Michele Weldon,4,4
"Wrestling with the Devil: The True Story of a World Champion Professional Wrestler--His Reign, Ruin, and Redemption",Lex Luger,"0,2",0
Unstoppable: From Underdog to Undefeated: How I Became a Champion,Anthony Robles,5,5
Foley is Good: And the Real World is Faker Than Wrestling,Mick Foley,6,6
Superfly: The Jimmy Snuka Story,Jimmy Snuka,1,1
"Death Clutch: My Story of Determination, Domination, and Survival",Brock Lesnar,0,0
The Complete Muhammad Ali,Ishmael Reed,4,4
"Undisputed: How to Become the World Champion in 1,372 Easy Steps",Chris Jericho,6,6
The Lone Samurai: The Life of Miyamoto Musashi,William Scott Wilson,5,5
The Voice of Reason: A V.I.P. Pass to Enlightenment,Chael Sonnen,6,6
"Hard Luck: The Triumph And Tragedy Of ""Irish"" Jerry Quarry",Steve Springer,"1,7",1
Ezzard Charles: A Boxing Life,William Dettloff,0,0
A Lion's Tale: Around the World in Spandex,Chris Jericho,5,5
Rocky Marciano: The Rock of His Times (Sport and Society),Russell Sullivan,0,0
Believe: Journey from Jacksonville,Ken Norton,5,5
The Bruce Lee Story,Linda Lee,6,6
The Greatest: My Own Story,Muhammad Ali,1,1
Terry Funk: More Than Just Hardcore,Terry Funk,5,5
Montana: The Biography of Football's Joe Cool,Keith Dunnavant,0,0
"My Brother's Keeper: Above and Beyond ""The Dotted Line"" With the NFL's Most Ethical Agent",Euguene Lee,2,2
Ara's Knights: Ara Parseghian and the Golden Era of Notre Dame Football,Frank Pomarico,"0,4",0
The Education of a Coach,David Halberstam,5,5
Boys Will Be Boys: The Glory Days and Party Nights of the Dallas Cowboys Dynasty,Jeff Pearlman,0,0
Tom Brady vs. the NFL: The Case for Football's Greatest Quarterback,Sean Glennon,4,4
"Patriot Reign: Bill Belichick, the Coaches, and the Players Who Built a Champion",Michael Holley,3,3
"Wins, Losses, and Lessons: An Autobiography",Lou Holtz,"1,2",1
Sweetness: The Enigmatic Life of Walter Payton,Jeff Pearlman,2,2
The QB: The Making of Modern Quarterbacks,Bruce Feldman,5,5
Walter Camp: Football and the Modern Man,Julie Des Jardins,1,1
Finally Free,Michael Vick,1,1
My Conference Can Beat Your Conference: Why the SEC Still Rules College Football,Paul Finebaum,7,7
"The Last Coach: A Life of Paul ""Bear"" Bryant",Allen Barra,6,6
It's Only Pain: But It's Real and It Hurts,Taylor Morton,5,5
Unintended Impact: One Athlete's Journey from Concussions in Amateur Football to CTE Dementia,Jim Proebstle,0,0
"Carlisle vs. Army: Jim Thorpe, Dwight Eisenhower, Pop Warner, and the Forgotten Story of Football's Greatest Battle",Lars Anderson,7,7
Paterno,Joe Posnanski,5,5
Dixieland Delight: A Football Season on the Road in the Southeastern Conference,Clay Travis,1,1
In Spite of the Odds: A True Inspirational Journey from Walk-on to Full Scholarship at Ole Miss,Richie Contartesi,3,3
"Dream Golf: The Making of Bandon Dunes, Revised and Expanded",Stephen Goodwin,4,4
The Downhill Lie: A Hacker's Return to a Ruinous Sport,Carl Hiaasen,2,2
The Big Miss: My Years Coaching Tiger Woods,Hank Haney,0,0
No Limits: My Autobiography,Ian Poulter,2,2
Creating Classics: The Golf Courses of Harry Colt,Peter Pugh,1,1
"Moe & Me: Encounters with Moe Norman, Golf's Mysterious Genius",Lorne Rubenstein,4,4
To the Linksland: A Golfing Adventure,Michael Bamberger,5,5
A Swing for Life: Revised and Updated,Nick Faldo,2,2
Jack Nicklaus: My Story,Jack Nicklaus,6,6
"The Eternal Summer: Palmer, Nicklaus, and Hogan in 1960, Golf's Golden Year",Curt Sampson,5,5
18 in America: A Young Golfer's Epic Journey to Find the Essence of the Game,Dylan Dethier,5,5
The Diary of Samuel Golfard and the Holocaust in Galicia (Documenting Life and Destruction: Holocaust Sources in Context),Samuel Golfard,2,2
The Big Three and Me,Billy Casper,6,6
"The King of Swings: Johnny Goodman, the Last Amateur to Beat the Pros at Their Own Game",Michael Blaine,4,4
God and the Golfer,Robb Shultz,6,6
The Hogan Mystique,Jules Alexander,4,4
Wonder Girl: The Magnificent Sporting Life of Babe Didrikson Zaharias,Don Van Natta,3,3
Payne Stewart: The Authorized Biography,Ken Abraham,0,0
Chasing Tiger,Curt Sampson,0,0
John Daly: The Biography,Gavin Newsham,0,0
AND THAT'S THAT!: The Life Story of One of Golf's Greatest Champions,Louise Suggs,6,6
Jack Grout: A Legacy in Golf,Dick Grout,2,2
Golf on the Rocks: A Journey Round Scotland's Island Courses,Gary Sutherland,2,2
"Eleven Seconds:  A Story of Tragedy, Courage & Triumph",Travis Roy,6,6
Boy on Ice: The Life and Death of Derek Boogaard,John Branch,0,0
The Guy on the Left: Sports Stories from the Best Seat in the House,James Duthie,0,0
Tough Guy: My Life on the Edge,Bob Probert,6,6
"The Toughest I Ever Faced: Hockey Hall of Fame Players Remember Their Rivals, Teammates and Heroes",Steve Milton,1,1
Hockey Hall of Fame Book of Jerseys,Steve Milton,4,4
Between the Pipes: A Revealing Look at Hockey's Legendary Goalies,Randi Druzin,6,6
Fighting Back: The Chris Nilan Story,Chris Nilan,6,6
"Slap Shot Original: The Man, the Foil, and the Legend",Dave Hanson,4,4
The Instigator: How Gary Bettman Remade the NHL and Changed the Game Forever,Jonathon Gatehouse,6,6
"Sidney Crosby: The Inspirational Story of Hockey Superstar Sidney Crosby (Sidney Crosby Unauthorized Biography, Pittsburgh Penguins, Canada, Nova Scotia, NHL Books)",Bill Redban,2,2
"Don't Call Me Goon: Hockey's Greatest Enforcers, Gunslingers, and Bad Boys",Greg Oliver,0,0
Straight Shooter: The Brad Park Story,Thom Sears,4,4
Heart of the Blackhawks: The Pierre Pilote Story,Pierre Pilote,0,0
"J.R.: My Life as the Most Outspoken, Fearless, and Hard-Hitting Man in Hockey",Jeremy Roenick,1,1
"Alex Ovechkin: The Inspirational Story of Hockey Superstar Alex Ovechkin (Alex Ovechkin Unauthorized Biography, Washington, D.C. Capitals, Russia, NHL Books)",Bill Redban,2,2
Unmasked: Bernie Parent and the Broad Street Bullies,Bernie Parent,"3,5",3
Brett: His Own Story,Brett Hull,0,0
From Behind the Red Line: A North American Hockey Player in Russia,Tod Hartje,4,4
"The Goaltenders' Union: Hockey's Greatest Puckstoppers, Acrobats, and Flakes",Greg Oliver,4,4
Jacques Plante: The Man Who Changed the Face of Hockey,Todd Denault,4,4
Sawchuk: The Troubles and Triumphs of the World's Greatest Goalie,David Dupuis,1,1
Why I Didn't Say Anything: The Sheldon Kennedy Story,Sheldon Kennedy,7,7
Gordie: A Hockey Legend,Roy MacSkimming,6,6
"A Season of Loss, a Lifetime of Forgiveness: The Dan Snyder and Dany Heatley Story",John Manasso,1,1
Doug: The Doug Harvey Story,William Brown,6,6
Sidney Crosby: The Story of a Champion,Paul Hollingsworth,6,6
The Keeper: A Life of Saving Goals and Achieving Them,Tim Howard,5,5
Steven Gerrard: My Liverpool Story,Steven Gerrard,6,6
Ronaldo: The Obsession for Perfection,Luca Caioli,6,6
Eight World Cups: My Journey through the Beauty and Dark Side of Soccer,George Vecsey,0,0
Commitment: My Autobiography,Didier Drogba,5,5
Managing My Life: My Autobiography,Sir Alex Ferguson,5,5
Gerrard: My Autobiography,Steven Gerrard,5,5
Neymar: The Making of the World's Greatest New Number 10,Luca Caioli,1,1
Cristiano Ronaldo: The Ultimate Fan Book,Iain Spragg,6,6
David Beckham,David Beckham,6,6
Kennedy's Way: Inside Bob Paisley's Liverpool,Alan Kennedy,2,2
Arsene Wenger: The Authorised Biography,Xavier Rivoire,5,5
Wayne Rooney: My Story,Wayne Rooney,6,6
Messi: More Than a Superstar,Luca Caioli,6,6
The World's Best Soccer Strikers,Noha Davis,5,5
Beckham: My World,David Beckham,6,6
"Finding the Game: Three Years, Twenty-five Countries, and the Search for Pickup Soccer",Gwendolyn Oxenham,4,4
Scholes: My Story (MUFC),Paul Scholes,6,6
Clough: The Autobiography,Brian Clough,2,2
Thierry Henry: Lonely at the Top,Philippe Auclair,4,4
Eric Cantona,Philippe Auclair,5,5
Messi: The Inside story of the Boy Who Became a Legend,Luca Caioli,6,6
Liverpool FC Greatest Goals,Liverpool Football Club,6,6
I Am The Secret Footballer: Lifting the Lid on the Beautiful Game,Anon Anon,5,5
The Man in the Middle: The Autobiography,David Elleray,2,2
"Ryan Giggs: My Life, My Story",Ryan Giggs,6,6
Didier Drogba: The Autobiography,Didier Drogba,5,5
"Journey for Jonathan: A story of friendship, brotherhood, and the quest to fulfill a final promise",Winston Hall,2,2
The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,5,5
Man on Wire,Philippe Petit,4,4
Travels in Vermeer: A Memoir,Michael White,4,4
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,0,0
"Five Families: The Rise, Decline, and Resurgence of America's Most Powerful Mafia Empires",Selwyn Raab,3,3
El Narco: Inside Mexico's Criminal Insurgency,Ioan Grillo,4,4
American Pain: How a Young Felon and His Ring of Doctors Unleashed America's Deadliest Drug Epidemic,John Temple,1,1
"Great Is the Truth: Secrecy, Scandal, and the Quest for Justice at the Horace Mann School",Amos Kamil,2,2
Serial Killers: The Method and Madness of Monsters,Peter Vronsky,7,7
Beyond Bars: Rejoining Society After Prison,Jeffrey Ian Ross,2,2
Intelligence Analysis: A Target-Centric Approach,Robert M Clark,7,7
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert Baer,1,1
Craft of Intelligence: America's Legendary Spy Master On The Fundamentals Of Intelligence Gathering For A Free World,Allen Dulles,0,0
The New Spymasters: Inside the Modern World of Espionage from the Cold War to Global Terror,Stephen Grey,1,1
Harvard and the Unabomber: The Education of an American Terrorist,Alston Chase,0,0
The Sword and the Shield: The Mitrokhin Archive and the Secret History of the KGB,Christopher Andrew,1,1
Bush Killing Reagan: The Violent Assault to Gain The Presidency,Niles Mercado,5,5
Spy Handler: Memoir of a KGB Officer - The True Story of the Man Who Recruited Robert Hanssen and Aldrich Ames,Victor Cherkashin,4,4
Spy: The Inside Story of How the FBI's Robert Hanssen Betrayed America,David Wise,5,5
The Triple Agent: The al-Qaeda Mole who Infiltrated the CIA,Joby Warrick,5,5
"Veil: The Secret Wars of the CIA, 1981-1987",Bob Woodward,5,5
Inside the CIA: Revealing the Secrets of the World's Most Powerful Spy Agency,Ronald Kessler,7,7
Witness,Whittaker Chambers,4,4
Blowing My Cover: My Life as a CIA Spy,Lindsay Moran,4,4
"Surveillance Countermeasures: A Serious Guide To Detecting, Evading, And Eluding Threats To Personal Privacy",ACM IV Security Services,7,7
For the President's Eyes Only: Secret Intelligence and the American Presidency from Washington to Bush,Christopher Andrew,7,7
International Spy Museum's Handbook of Practical Spying,Jack Barth,1,1
"And I suppose we didn't go to the moon, either?: The Beatles, the Holocaust, and other mass illusions (Save the World, Resist the Empire)",Jim Fetzer,"0,5",0
Assuming Names: a con artist's masquerade (Criminal Mischief ) (Volume 1),Tanya Thompson,2,2
Best Friends,Melissa Henry Stover,6,6
But I Trusted You: Ann Rule's Crime Files #14,Ann Rule,6,6
Undercover Disguise Methods for Investigators,Arabella Mazzuki,1,1
"Kids for Cash: Two Judges, Thousands of Children, and a $2.8 Million Kickback Scheme",William Ecenbarger,0,0
"NASA, Nazis & JFK",William Torbitt,2,2
Cold Case Kennedy: A New Investigation Into the Assassination of JFK,Flip de Mey,"2,0",2
Lying In Wait (Ann Rule's Crime Files),Ann Rule,6,6
"Smoke, Mirrors, and Murder: And Other True Cases",Ann Rule,"2,0",2
Crime of the Century: The Lindbergh Kidnapping Hoax,Gregory Ahlgren,6,6
Oswald Talked: The New Evidence in the JFK Assassination,Ray LaFontaine,0,0
The Accidental Terrorist: Confessions of a Reluctant Missionary,William Shunn,6,6
"New Zealand Bed & Breakfast Book, The (New Zealand Bed and Breakfast Book)",Elliot Cudby,0,0
Beneath the Winter Sycamores,Jim Bahm,6,6
Slipping into Paradise: Why I Live in New Zealand,Jeffrey Moussaieff Masson,0,0
American Roulette: How I Turned the Odds Upside Down---My Wild Twenty-Five-Year Ride Ripping Off the World's Casinos (Thomas Dunne Books),Richard Marcus,1,1
Dead Man's Dancer: The Mechele Linehan Story,Tom Brennan,6,6
Making a Killing: The Unofficial Story of the Sandy Hook Massacre,Dennis Phillips,5,5
Long Cloud Ride: A Cycling Adventure Across New Zealand,Josie Dew,1,1
In the Evil Day: Violence Comes to One Small Town,Richard Adams Carey,7,7
Hellhound on His Trail: The Electrifying Account of the Largest Manhunt in American History,Hampton Sides,5,5
"Foxcatcher: The True Story of My Brother's Murder, John du Pont's Madness, and the Quest for Olympic Gold",Mark Schultz,2,2
Outrage: The Five Reasons Why O. J. Simpson Got Away with Murder,Vincent Bugliosi,4,4
Circle of Six: The True Story of New York's Most Notorious Cop Killer and the Cop Who Risked Everything to Catch Him,Randy Jurgensen,4,4
Mortal Error: The Shot That Killed JFK,Bonar Menninger,0,0
And the Sea Will Tell,Vincent Bugliosi,6,6
Starvation Heights: A True Story of Murder and Malice in the Woods of the Pacific Northwest,Gregg Olsen,5,5
Lethal Passage: The Story of a Gun,Erik Larson,0,0
House of Evil: The Indiana Torture Slaying (St. Martin's True Crime Library),John Dean,1,1
The Devil in Pew Number Seven,Rebecca Nichols Alonzo,5,5
The Invention of Murder: How the Victorians Revelled in Death and Detection and Created Modern Crime,Judith Flanders,2,2
Fatal Vision,Joe McGinniss,4,4
Mother's Day,Dennis McDougal,5,5
Putin's Kleptocracy: Who Owns Russia?,Karen Dawisha,6,6
Cornbread Mafia: A Homegrown Syndicate's Code Of Silence And The Biggest Marijuana Bust In American History,James Higdon,4,4
Murder Machine (Onyx True Crime),Gene Mustain,0,0
Mafia Prince: Inside America's Most Violent Crime Family and the Bloody Fall of La Cosa Nostra,Phil Leonetti,4,4
Cosa Nostra: A History of the Sicilian Mafia,John Dickie,4,4
The Gangs of New York: An Informal History of the Underworld,Herbert Asbury,7,7
Wayward Angel: The Full Story Of The Hells Angels,George Wethern,1,1
